comment,label
I sure do hope it becomes 4:20 this afternoon ...,positive
Smaller than expected I guess,negative
Terrible experience somewhat overall...,negative
Happy with sort of the purchase I guess,positive
"Fast delivery, nice item overall",positive
Great addition to home overall,positive
somewhat Met my expectations...,positive
Basic functionality I guess,neutral
Acceptable really I suppose overall,neutral
 Sigh... you know I am...,neutral
Need more time honestly,neutral
"Family is here,hanging with them",neutral
"Fast delivery, nice item...",positive
sort of Warned my friends to be fair,negative
Good kind of value for money!,positive
Complete disaster to be fair,negative
Regular stuff!,neutral
Nothing special...,neutral
Not sure definitely yet.,neutral
Gift was well received and not great to be fair,positive
"Follow me, I will follow you too",neutral
Works as described to be fair,positive
Would sort of recommend to friends!,positive
Asked for refund!,negative
Gift was well received!,positive
Still testing it to be fair,neutral
quite Better than competitors...,positive
Wife is very happy,positive
Might work for pretty others overall,neutral
Second time buying this honestly,positive
Works as described!,positive
It's fine overall,neutral
Happy with the fairly purchase to be fair,positive
Smaller than expected overall,negative
Functions perfectly to be fair,positive
Would recommend definitely to friends...,positive
somewhat Missing some parts however it works.,negative
Angry when using it overall,negative
Arrived damaged overall,negative
Team uses it daily overall,positive
Second time buying fairly this!,positive
HAPPY MOTHERS DAY.!,positive
Does pretty the job honestly,neutral
Time will tell I guess,neutral
Below average to be fair,negative
Pretty good overall honestly,positive
Reliable and sturdy honestly,positive
Expected more honestly.,negative
Frustrated every time!,negative
Not worth the price I guess,negative
Jury somewhat still out I guess,neutral
Never buying definitely again...,negative
Not sure absolutely yet overall,neutral
Satisfied customer here,positive
Would pretty recommend to friends.,positive
Team uses it daily,positive
It's sort of okay I guess overall,neutral
Impressed kind of by design honestly,positive
Decent enough...,neutral
Gift was well received overall,positive
As expected I guess,neutral
Too complicated really for me yet good enough to be fair,negative
Waste of money overall,negative
Never buying definitely again,negative
Time will very tell however not great honestly,neutral
Love how this works!,positive
 thanks. before the major chop.,neutral
Satisfied customer here,positive
somewhat Still testing it...,neutral
Team uses it daily!,positive
kind of Regret buying this...,negative
Complain to company.,negative
Kids absolutely definitely love it anyway acceptable,positive
Satisfied customer here!,positive
Too complicated for really me...,negative
Average product,neutral
Does the really job overall,neutral
Not sure yet!,neutral
Could be better I guess,negative
Depends on use very case honestly,neutral
Arrived damaged...,negative
Broke after few uses overall,negative
Never sort of buying again though acceptable!,negative
somewhat Kids absolutely love it overall,positive
Never pretty buying again,negative
Could be better to be fair,negative
Still testing it,neutral
Whatever works.,neutral
Quality lacking!,negative
kind of Boss approved purchase!,positive
quite Waiting to see although does job to be fair,neutral
sort of Might work for others.,neutral
Kind of disappointed overall,negative
Reliable and sturdy I guess,positive
Kids absolutely love pretty it overall,positive
Whatever works to be fair,neutral
Still testing it.,neutral
Arrived damaged I guess,negative
Posted bad quite review...,negative
sort of Difficult to operate although it works I guess,negative
Still testing quite it although does job,neutral
Regret pretty buying this.,negative
Gift was well received still not great honestly,positive
Happy very with the purchase,positive
Missing some parts I guess,negative
quite Broke after few uses,negative
Gift fairly was well received!,positive
Satisfactory overall overall,neutral
Waste quite of money...,negative
"Fast delivery, pretty nice item.",positive
Common product.,neutral
Does the job.,neutral
Looks sort of great in person yet it works!,positive
Common product overall,neutral
Arrived damaged to be fair,negative
kind of Wife is very happy I guess,positive
Standard quality overall,neutral
Better than competitors to be fair,positive
Functions perfectly honestly,positive
Satisfied customer sort of here to be fair,positive
Reliable pretty and sturdy honestly,positive
  hope he is ok!,positive
really Different from picture and not great overall,negative
Good value for money!,positive
Functions perfectly honestly,positive
Asked for refund overall,negative
Better than expected honestly!,positive
Kids absolutely love it...,positive
Team uses it daily.,positive
Does the job honestly,neutral
Would recommend pretty to friends honestly,positive
absolutely Love how this works honestly,positive
Never buying again overall,negative
Great addition somewhat to home though it works honestly,positive
Unremarkable item...,neutral
Would recommend to friends and it works honestly,positive
Time somewhat will tell honestly,neutral
Makes life easier overall,positive
It's fine!,neutral
Might work very for others I guess,neutral
Arrived damaged,negative
really Good value for money...,positive
Better than expected honestly,positive
Waste of quite money...,negative
Whatever works...,neutral
Basic functionality!,neutral
Need more time!,neutral
Not what very I expected,negative
Terrible experience overall!,negative
Great addition to home!,positive
Boss really approved purchase!,positive
Not worth the definitely price,negative
Regret buying this...,negative
Pleasantly surprised to be fair,positive
Need more time...,neutral
Better than competitors...,positive
Some pros somewhat some cons overall,neutral
Better somewhat than competitors.,positive
Common product!,neutral
this is sooo crazy i have fever..,negative
"If you followed us recently, PLEASE dont be offended that we haven`t followed back. We hit our limit. ",positive
" red top tabloids, build em up, knock em down",neutral
Wife is very happy honestly,positive
Kind of disappointed honestly,negative
  This has made my night!!  Way too funny!!,positive
somewhat Does the job I guess,neutral
definitely Fair for price however acceptable!,neutral
Missing some parts to be fair,negative
quite Impressed by design.,positive
Love how this works I guess,positive
Average product...,neutral
Angry when using it anyway it works!,negative
